Date(d.m.y);Temperature (°F);Dew Point (°F);Humidity (%);Wind Speed (mph);Pressure (in);;;;;;;;;;;;;;;;;;;;;;
13.08.2011;83.5;67.7;61.1;6.5;29.5;;;;;;;;;;;;;;;;;;;;;;
14.08.2011;83.3;70.2;65.8;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
15.08.2011;83.3;71.2;68.7;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
16.08.2011;83.5;72.8;71.9;5.7;29.6;;;;;;;;;;;;;;;;;;;;;;
17.08.2011;84.3;73.8;72.6;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
18.08.2011;84.7;71.9;68.5;6.2;29.6;;;;;;;;;;;;;;;;;;;;;;
19.08.2011;84.7;70.4;66.1;6.6;29.6;;;;;;;;;;;;;;;;;;;;;;
20.08.2011;85.0;69.0;61.5;6.3;29.6;;;;;;;;;;;;;;;;;;;;;;
21.08.2011;85.2;67.5;58.0;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
22.08.2011;86.1;68.8;61.5;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
23.08.2011;84.7;68.8;61.9;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
24.08.2011;84.0;68.1;62.2;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
25.08.2011;83.0;68.1;64.1;5.2;29.6;;;;;;;;;;;;;;;;;;;;;;
26.08.2011;82.9;66.3;60.5;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
27.08.2011;83.5;67.7;61.9;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
28.08.2011;83.6;71.2;68.1;5.3;29.6;;;;;;;;;;;;;;;;;;;;;;
29.08.2011;83.5;71.0;68.2;5.1;29.7;;;;;;;;;;;;;;;;;;;;;;
30.08.2011;82.4;68.4;64.2;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
31.08.2011;81.1;66.9;64.5;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
1.09.2011;82.8;69.9;66.3;5.9;29.6;;;;;;;;;;;;;;;;;;;;;;
2.09.2011;82.3;69.5;66.8;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
3.09.2011;82.0;69.7;68.3;5.0;29.6;;;;;;;;;;;;;;;;;;;;;;
4.09.2011;82.2;69.7;67.7;4.2;29.7;;;;;;;;;;;;;;;;;;;;;;
5.09.2011;84.2;57.6;50.9;4.6;29.7;;;;;;;;;;;;;;;;;;;;;;
6.09.2011;82.4;57.5;50.1;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
7.09.2011;81.2;67.9;65.9;6.1;29.6;;;;;;;;;;;;;;;;;;;;;;
8.09.2011;81.9;69.2;67.1;6.8;29.6;;;;;;;;;;;;;;;;;;;;;;
9.09.2011;81.9;69.8;67.5;6.8;29.7;;;;;;;;;;;;;;;;;;;;;;
10.09.2011;82.3;69.8;67.4;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
11.09.2011;82.5;69.9;68.2;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
12.09.2011;82.3;67.7;64.2;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
13.09.2011;81.4;68.1;66.6;5.7;29.7;;;;;;;;;;;;;;;;;;;;;;
14.09.2011;81.3;69.6;69.4;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
15.09.2011;80.8;70.0;70.8;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
16.09.2011;80.1;68.4;70.0;4.2;29.7;;;;;;;;;;;;;;;;;;;;;;
17.09.2011;80.8;68.7;69.0;5.3;29.7;;;;;;;;;;;;;;;;;;;;;;
18.09.2011;80.8;68.8;69.0;4.8;29.7;;;;;;;;;;;;;;;;;;;;;;
19.09.2011;80.4;66.9;65.9;5.8;29.7;;;;;;;;;;;;;;;;;;;;;;
20.09.2011;79.6;67.5;66.7;7.4;29.8;;;;;;;;;;;;;;;;;;;;;;
21.09.2011;81.0;69.5;69.5;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
22.09.2011;80.4;68.5;67.9;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
23.09.2011;74.0;63.6;72.0;5.8;29.6;;;;;;;;;;;;;;;;;;;;;;
24.09.2011;75.5;63.6;69.2;4.5;29.6;;;;;;;;;;;;;;;;;;;;;;
25.09.2011;77.2;57.5;56.2;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
26.09.2011;78.5;55.3;49.5;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
27.09.2011;80.9;55.5;46.2;5.2;29.9;;;;;;;;;;;;;;;;;;;;;;
28.09.2011;79.2;55.3;47.9;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
29.09.2011;78.4;59.9;56.6;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
30.09.2011;78.2;53.5;50.5;7.2;29.7;;;;;;;;;;;;;;;;;;;;;;
1.10.2011;74.2;35.5;26.7;10.5;29.8;;;;;;;;;;;;;;;;;;;;;;
2.10.2011;68.3;41.0;42.8;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
3.10.2011;71.7;48.6;48.3;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
4.10.2011;70.9;45.3;46.8;4.2;29.9;;;;;;;;;;;;;;;;;;;;;;
5.10.2011;71.8;51.0;52.9;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
6.10.2011;73.3;60.3;65.7;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
7.10.2011;74.9;62.6;67.6;6.2;29.9;;;;;;;;;;;;;;;;;;;;;;
8.10.2011;74.1;62.7;69.8;8.7;29.9;;;;;;;;;;;;;;;;;;;;;;
9.10.2011;73.7;62.9;70.1;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
10.10.2011;79.9;55.6;49.2;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
11.10.2011;82.0;55.9;42.9;6.1;29.7;;;;;;;;;;;;;;;;;;;;;;
12.10.2011;74.7;58.9;59.9;7.5;29.8;;;;;;;;;;;;;;;;;;;;;;
13.10.2011;70.3;56.0;63.1;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
14.10.2011;70.7;57.1;65.0;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
15.10.2011;73.4;53.2;55.0;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
16.10.2011;72.1;59.2;65.9;7.4;29.8;;;;;;;;;;;;;;;;;;;;;;
17.10.2011;71.0;58.3;66.6;7.8;29.8;;;;;;;;;;;;;;;;;;;;;;
18.10.2011;67.6;57.1;70.3;8.9;29.9;;;;;;;;;;;;;;;;;;;;;;
19.10.2011;65.9;33.7;36.1;7.2;30.0;;;;;;;;;;;;;;;;;;;;;;
20.10.2011;62.5;30.0;35.2;5.8;30.0;;;;;;;;;;;;;;;;;;;;;;
21.10.2011;62.6;34.9;47.5;2.8;30.0;;;;;;;;;;;;;;;;;;;;;;
22.10.2011;65.3;39.5;47.6;2.8;29.9;;;;;;;;;;;;;;;;;;;;;;
23.10.2011;66.8;40.3;48.7;3.4;29.9;;;;;;;;;;;;;;;;;;;;;;
24.10.2011;67.3;43.4;45.9;2.9;29.9;;;;;;;;;;;;;;;;;;;;;;
25.10.2011;68.6;42.9;47.4;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
26.10.2011;68.5;46.0;48.8;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
27.10.2011;68.8;31.1;28.4;9.3;29.8;;;;;;;;;;;;;;;;;;;;;;
28.10.2011;67.5;23.6;26.6;10.8;29.9;;;;;;;;;;;;;;;;;;;;;;
29.10.2011;67.8;26.7;27.0;7.2;29.9;;;;;;;;;;;;;;;;;;;;;;
30.10.2011;65.4;22.5;27.7;6.1;29.9;;;;;;;;;;;;;;;;;;;;;;
31.10.2011;65.7;22.4;30.9;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
1.11.2011;60.8;30.3;45.1;3.6;30.0;;;;;;;;;;;;;;;;;;;;;;
2.11.2011;60.7;44.8;58.3;4.3;29.9;;;;;;;;;;;;;;;;;;;;;;
3.11.2011;54.5;47.5;77.3;7.8;29.8;;;;;;;;;;;;;;;;;;;;;;
4.11.2011;54.3;42.3;68.3;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
5.11.2011;58.4;40.3;55.1;5.3;29.9;;;;;;;;;;;;;;;;;;;;;;
6.11.2011;57.3;29.0;50.8;4.6;30.0;;;;;;;;;;;;;;;;;;;;;;
7.11.2011;58.0;30.7;42.5;5.0;30.1;;;;;;;;;;;;;;;;;;;;;;
8.11.2011;57.8;19.3;30.6;5.1;30.1;;;;;;;;;;;;;;;;;;;;;;
9.11.2011;55.1;26.5;47.0;3.6;30.1;;;;;;;;;;;;;;;;;;;;;;
10.11.2011;61.0;43.1;53.3;6.4;29.9;;;;;;;;;;;;;;;;;;;;;;
11.11.2011;60.4;47.4;62.8;8.6;29.9;;;;;;;;;;;;;;;;;;;;;;
12.11.2011;57.3;23.3;29.0;14.5;30.0;;;;;;;;;;;;;;;;;;;;;;
13.11.2011;56.1;15.0;20.8;10.0;30.0;;;;;;;;;;;;;;;;;;;;;;
14.11.2011;57.6;22.0;27.9;12.4;29.9;;;;;;;;;;;;;;;;;;;;;;
15.11.2011;56.0;42.5;62.4;9.8;29.8;;;;;;;;;;;;;;;;;;;;;;
16.11.2011;55.6;49.0;79.8;7.8;29.9;;;;;;;;;;;;;;;;;;;;;;
17.11.2011;56.1;45.2;68.4;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
18.11.2011;58.5;44.8;62.2;5.5;29.9;;;;;;;;;;;;;;;;;;;;;;
19.11.2011;56.3;45.7;68.8;8.2;29.9;;;;;;;;;;;;;;;;;;;;;;
20.11.2011;56.1;41.7;61.6;3.9;29.9;;;;;;;;;;;;;;;;;;;;;;
21.11.2011;53.3;35.3;62.3;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
22.11.2011;53.3;42.2;68.4;3.1;30.1;;;;;;;;;;;;;;;;;;;;;;
23.11.2011;54.4;39.5;63.6;4.1;30.1;;;;;;;;;;;;;;;;;;;;;;
24.11.2011;53.8;25.3;39.9;9.5;30.1;;;;;;;;;;;;;;;;;;;;;;
25.11.2011;47.8;25.4;49.8;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
26.11.2011;47.6;23.8;57.4;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
27.11.2011;50.8;31.9;57.0;3.5;30.0;;;;;;;;;;;;;;;;;;;;;;
28.11.2011;51.0;29.6;57.8;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
29.11.2011;51.2;29.5;55.4;2.8;30.1;;;;;;;;;;;;;;;;;;;;;;
30.11.2011;48.1;19.7;50.2;3.0;30.1;;;;;;;;;;;;;;;;;;;;;;
1.12.2011;49.2;23.4;45.2;3.7;30.1;;;;;;;;;;;;;;;;;;;;;;
2.12.2011;49.8;22.8;50.5;3.8;30.1;;;;;;;;;;;;;;;;;;;;;;
3.12.2011;48.4;24.5;47.8;2.6;30.2;;;;;;;;;;;;;;;;;;;;;;
4.12.2011;48.1;29.0;57.5;2.5;30.2;;;;;;;;;;;;;;;;;;;;;;
5.12.2011;46.2;18.4;58.6;2.1;30.1;;;;;;;;;;;;;;;;;;;;;;
6.12.2011;48.3;29.0;54.9;1.4;30.1;;;;;;;;;;;;;;;;;;;;;;
7.12.2011;53.2;39.9;65.7;0.0;30.1;;;;;;;;;;;;;;;;;;;;;;
8.12.2011;50.1;48.5;94.2;0.1;29.9;;;;;;;;;;;;;;;;;;;;;;
9.12.2011;48.6;42.8;80.4;4.9;29.9;;;;;;;;;;;;;;;;;;;;;;
10.12.2011;49.1;26.6;53.6;5.2;30.1;;;;;;;;;;;;;;;;;;;;;;
11.12.2011;46.4;30.4;69.7;1.9;30.3;;;;;;;;;;;;;;;;;;;;;;
12.12.2011;47.9;34.0;67.7;2.3;30.2;;;;;;;;;;;;;;;;;;;;;;
13.12.2011;50.6;38.4;67.2;2.2;30.1;;;;;;;;;;;;;;;;;;;;;;
14.12.2011;51.4;38.8;64.2;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
15.12.2011;50.6;35.5;64.1;2.6;30.1;;;;;;;;;;;;;;;;;;;;;;
16.12.2011;51.3;41.3;71.5;4.1;30.0;;;;;;;;;;;;;;;;;;;;;;
17.12.2011;52.9;44.5;74.4;5.9;29.9;;;;;;;;;;;;;;;;;;;;;;
18.12.2011;53.3;43.8;69.3;5.5;30.1;;;;;;;;;;;;;;;;;;;;;;
19.12.2011;55.5;43.5;65.4;6.0;30.2;;;;;;;;;;;;;;;;;;;;;;
20.12.2011;56.5;41.8;59.6;4.7;30.0;;;;;;;;;;;;;;;;;;;;;;
21.12.2011;56.9;44.2;63.8;4.0;30.0;;;;;;;;;;;;;;;;;;;;;;
22.12.2011;57.4;46.7;70.1;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
23.12.2011;52.5;48.1;86.6;9.2;29.8;;;;;;;;;;;;;;;;;;;;;;
24.12.2011;51.8;48.4;89.7;4.1;29.7;;;;;;;;;;;;;;;;;;;;;;
25.12.2011;50.5;44.9;81.3;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
26.12.2011;47.8;29.5;66.0;3.4;30.2;;;;;;;;;;;;;;;;;;;;;;
27.12.2011;47.4;23.4;60.9;3.1;30.3;;;;;;;;;;;;;;;;;;;;;;
28.12.2011;45.5;22.1;60.2;3.0;30.2;;;;;;;;;;;;;;;;;;;;;;
29.12.2011;44.8;27.1;60.7;2.3;30.1;;;;;;;;;;;;;;;;;;;;;;
30.12.2011;48.9;20.4;54.9;7.3;30.0;;;;;;;;;;;;;;;;;;;;;;
31.12.2011;51.3;31.5;53.4;10.8;29.9;;;;;;;;;;;;;;;;;;;;;;
1.01.2012;47.9;43.6;83.9;11.8;29.9;;;;;;;;;;;;;;;;;;;;;;
2.01.2012;51.1;42.3;73.4;3.4;30.0;;;;;;;;;;;;;;;;;;;;;;
3.01.2012;48.4;37.5;71.3;3.4;30.1;;;;;;;;;;;;;;;;;;;;;;
4.01.2012;47.1;38.4;74.6;2.0;30.1;;;;;;;;;;;;;;;;;;;;;;
5.01.2012;48.9;33.8;67.5;3.3;29.9;;;;;;;;;;;;;;;;;;;;;;
6.01.2012;51.0;43.0;74.0;7.8;29.9;;;;;;;;;;;;;;;;;;;;;;
7.01.2012;50.0;45.0;83.3;9.2;29.9;;;;;;;;;;;;;;;;;;;;;;
8.01.2012;49.4;44.4;82.4;10.7;29.8;;;;;;;;;;;;;;;;;;;;;;
9.01.2012;52.2;45.6;78.8;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
10.01.2012;48.9;46.1;90.0;8.3;30.0;;;;;;;;;;;;;;;;;;;;;;
11.01.2012;50.5;44.7;80.6;5.9;29.9;;;;;;;;;;;;;;;;;;;;;;
12.01.2012;48.3;44.2;84.5;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
13.01.2012;48.7;43.1;80.5;3.5;29.9;;;;;;;;;;;;;;;;;;;;;;
14.01.2012;49.9;41.8;75.1;5.1;29.9;;;;;;;;;;;;;;;;;;;;;;
15.01.2012;52.5;48.5;87.5;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
16.01.2012;52.1;44.0;73.5;11.5;29.7;;;;;;;;;;;;;;;;;;;;;;
17.01.2012;46.0;29.1;56.0;7.3;29.9;;;;;;;;;;;;;;;;;;;;;;
18.01.2012;42.3;18.6;45.9;4.4;30.1;;;;;;;;;;;;;;;;;;;;;;
19.01.2012;39.7;9.8;29.8;12.6;30.1;;;;;;;;;;;;;;;;;;;;;;
20.01.2012;37.2;16.4;45.2;6.5;30.2;;;;;;;;;;;;;;;;;;;;;;
21.01.2012;42.4;29.7;63.1;7.6;30.1;;;;;;;;;;;;;;;;;;;;;;
22.01.2012;41.9;36.6;82.4;14.9;29.8;;;;;;;;;;;;;;;;;;;;;;
23.01.2012;47.4;38.9;74.4;4.0;30.0;;;;;;;;;;;;;;;;;;;;;;
24.01.2012;47.9;37.6;69.8;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
25.01.2012;45.7;39.5;78.7;13.3;29.9;;;;;;;;;;;;;;;;;;;;;;
26.01.2012;47.1;41.8;81.0;11.7;29.8;;;;;;;;;;;;;;;;;;;;;;
27.01.2012;48.7;43.5;82.4;6.9;29.7;;;;;;;;;;;;;;;;;;;;;;
28.01.2012;47.6;24.6;60.0;4.6;29.9;;;;;;;;;;;;;;;;;;;;;;
29.01.2012;47.5;28.0;53.4;5.6;30.0;;;;;;;;;;;;;;;;;;;;;;
30.01.2012;49.5;37.3;65.4;9.5;29.9;;;;;;;;;;;;;;;;;;;;;;
31.01.2012;48.7;29.9;54.7;7.8;29.6;;;;;;;;;;;;;;;;;;;;;;
1.02.2012;43.6;12.8;29.7;11.8;29.8;;;;;;;;;;;;;;;;;;;;;;
2.02.2012;41.0;17.8;47.4;4.9;30.1;;;;;;;;;;;;;;;;;;;;;;
3.02.2012;47.1;26.6;52.4;4.0;30.3;;;;;;;;;;;;;;;;;;;;;;
4.02.2012;50.2;22.6;53.5;4.3;30.3;;;;;;;;;;;;;;;;;;;;;;
5.02.2012;49.7;21.4;54.5;3.2;30.2;;;;;;;;;;;;;;;;;;;;;;
6.02.2012;51.8;21.7;44.9;8.8;30.0;;;;;;;;;;;;;;;;;;;;;;
7.02.2012;49.8;34.7;62.0;15.0;29.8;;;;;;;;;;;;;;;;;;;;;;
8.02.2012;49.9;41.8;74.9;4.0;29.9;;;;;;;;;;;;;;;;;;;;;;
9.02.2012;50.0;44.8;82.7;5.7;29.8;;;;;;;;;;;;;;;;;;;;;;
10.02.2012;49.4;32.5;58.5;5.8;29.9;;;;;;;;;;;;;;;;;;;;;;
11.02.2012;48.8;28.3;47.5;6.7;30.2;;;;;;;;;;;;;;;;;;;;;;
12.02.2012;48.4;25.7;45.8;6.3;30.2;;;;;;;;;;;;;;;;;;;;;;
13.02.2012;54.5;23.4;31.0;9.3;30.0;;;;;;;;;;;;;;;;;;;;;;
14.02.2012;52.5;29.9;48.4;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
15.02.2012;51.2;44.6;78.5;6.5;29.7;;;;;;;;;;;;;;;;;;;;;;
16.02.2012;50.6;37.2;66.2;5.4;29.6;;;;;;;;;;;;;;;;;;;;;;
17.02.2012;46.7;39.1;78.7;7.8;29.3;;;;;;;;;;;;;;;;;;;;;;
18.02.2012;45.1;16.3;40.0;12.5;29.6;;;;;;;;;;;;;;;;;;;;;;
19.02.2012;45.7;16.0;31.6;7.6;30.1;;;;;;;;;;;;;;;;;;;;;;
20.02.2012;44.6;18.6;41.2;4.8;30.3;;;;;;;;;;;;;;;;;;;;;;
21.02.2012;45.5;22.2;43.1;5.2;30.3;;;;;;;;;;;;;;;;;;;;;;
22.02.2012;48.1;21.8;45.2;4.8;30.2;;;;;;;;;;;;;;;;;;;;;;
23.02.2012;48.1;25.8;45.8;4.5;30.0;;;;;;;;;;;;;;;;;;;;;;
24.02.2012;49.7;23.2;45.1;3.8;29.8;;;;;;;;;;;;;;;;;;;;;;
25.02.2012;50.8;25.7;47.7;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
26.02.2012;54.2;32.6;58.1;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
27.02.2012;51.3;46.1;83.4;8.7;29.7;;;;;;;;;;;;;;;;;;;;;;
28.02.2012;49.5;45.7;86.6;10.5;29.5;;;;;;;;;;;;;;;;;;;;;;
29.02.2012;44.5;36.5;78.6;10.4;29.3;;;;;;;;;;;;;;;;;;;;;;
1.03.2012;42.6;16.9;53.3;8.0;29.6;;;;;;;;;;;;;;;;;;;;;;
2.03.2012;44.6;18.8;38.9;7.3;29.8;;;;;;;;;;;;;;;;;;;;;;
3.03.2012;45.3;22.8;55.0;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
4.03.2012;48.6;14.5;27.1;14.9;29.9;;;;;;;;;;;;;;;;;;;;;;
5.03.2012;46.9;20.9;42.3;4.2;30.1;;;;;;;;;;;;;;;;;;;;;;
6.03.2012;47.3;38.4;70.9;8.5;30.1;;;;;;;;;;;;;;;;;;;;;;
7.03.2012;51.1;40.5;67.5;5.1;30.1;;;;;;;;;;;;;;;;;;;;;;
8.03.2012;53.6;41.4;66.4;4.0;30.1;;;;;;;;;;;;;;;;;;;;;;
9.03.2012;55.2;42.7;66.9;4.5;30.1;;;;;;;;;;;;;;;;;;;;;;
10.03.2012;56.9;27.7;50.5;5.6;30.1;;;;;;;;;;;;;;;;;;;;;;
11.03.2012;57.2;21.8;28.7;10.4;29.9;;;;;;;;;;;;;;;;;;;;;;
12.03.2012;53.8;29.7;46.8;17.4;29.7;;;;;;;;;;;;;;;;;;;;;;
13.03.2012;51.8;47.0;85.0;10.2;29.8;;;;;;;;;;;;;;;;;;;;;;
14.03.2012;52.1;47.0;84.3;7.5;29.8;;;;;;;;;;;;;;;;;;;;;;
15.03.2012;51.7;35.6;67.3;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
16.03.2012;47.5;21.2;40.1;10.7;29.9;;;;;;;;;;;;;;;;;;;;;;
17.03.2012;45.0;16.4;43.7;6.5;30.2;;;;;;;;;;;;;;;;;;;;;;
18.03.2012;47.7;26.5;58.6;4.3;30.4;;;;;;;;;;;;;;;;;;;;;;
19.03.2012;53.6;31.6;56.4;2.9;30.3;;;;;;;;;;;;;;;;;;;;;;
20.03.2012;57.6;34.9;51.0;4.2;30.2;;;;;;;;;;;;;;;;;;;;;;
21.03.2012;61.0;30.2;40.9;6.7;30.1;;;;;;;;;;;;;;;;;;;;;;
22.03.2012;59.5;30.3;42.7;4.6;30.0;;;;;;;;;;;;;;;;;;;;;;
23.03.2012;58.5;34.7;48.8;5.7;30.1;;;;;;;;;;;;;;;;;;;;;;
24.03.2012;60.2;35.4;45.2;5.7;30.0;;;;;;;;;;;;;;;;;;;;;;
25.03.2012;63.2;30.3;39.3;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
26.03.2012;63.9;43.4;53.5;7.1;29.8;;;;;;;;;;;;;;;;;;;;;;
27.03.2012;59.1;44.8;65.9;6.5;29.8;;;;;;;;;;;;;;;;;;;;;;
28.03.2012;58.0;29.5;36.0;7.8;29.8;;;;;;;;;;;;;;;;;;;;;;
29.03.2012;56.5;27.1;42.4;7.0;29.9;;;;;;;;;;;;;;;;;;;;;;
30.03.2012;55.3;39.8;61.4;7.9;29.9;;;;;;;;;;;;;;;;;;;;;;
31.03.2012;58.1;48.6;71.5;9.5;29.8;;;;;;;;;;;;;;;;;;;;;;
1.04.2012;60.1;50.1;70.5;6.6;29.8;;;;;;;;;;;;;;;;;;;;;;
2.04.2012;62.4;44.0;54.4;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
3.04.2012;63.0;50.9;66.8;5.7;30.0;;;;;;;;;;;;;;;;;;;;;;
4.04.2012;66.8;41.9;49.6;4.5;30.1;;;;;;;;;;;;;;;;;;;;;;
5.04.2012;69.5;41.8;40.8;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
6.04.2012;70.3;41.9;40.3;5.2;29.8;;;;;;;;;;;;;;;;;;;;;;
7.04.2012;67.2;47.4;51.9;5.5;29.7;;;;;;;;;;;;;;;;;;;;;;
8.04.2012;65.8;48.7;59.4;4.3;29.6;;;;;;;;;;;;;;;;;;;;;;
9.04.2012;66.7;50.5;59.9;8.2;29.6;;;;;;;;;;;;;;;;;;;;;;
10.04.2012;63.1;48.6;62.1;7.9;29.7;;;;;;;;;;;;;;;;;;;;;;
11.04.2012;58.2;48.4;71.0;6.0;29.7;;;;;;;;;;;;;;;;;;;;;;
12.04.2012;57.6;47.4;71.3;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
13.04.2012;59.9;50.9;73.9;4.5;29.9;;;;;;;;;;;;;;;;;;;;;;
14.04.2012;62.5;53.6;74.3;3.3;29.8;;;;;;;;;;;;;;;;;;;;;;
15.04.2012;68.7;55.0;65.1;3.6;29.7;;;;;;;;;;;;;;;;;;;;;;
16.04.2012;63.9;56.1;77.3;7.3;29.8;;;;;;;;;;;;;;;;;;;;;;
17.04.2012;64.5;54.6;72.8;4.1;29.9;;;;;;;;;;;;;;;;;;;;;;
18.04.2012;68.3;50.7;58.6;8.8;29.6;;;;;;;;;;;;;;;;;;;;;;
19.04.2012;63.6;53.1;68.6;16.0;29.7;;;;;;;;;;;;;;;;;;;;;;
20.04.2012;63.8;54.4;72.1;7.5;29.9;;;;;;;;;;;;;;;;;;;;;;
21.04.2012;63.1;54.0;73.3;3.8;29.9;;;;;;;;;;;;;;;;;;;;;;
22.04.2012;63.1;53.8;72.6;4.8;29.9;;;;;;;;;;;;;;;;;;;;;;
23.04.2012;65.8;49.7;62.5;4.4;29.9;;;;;;;;;;;;;;;;;;;;;;
24.04.2012;67.7;54.8;67.1;5.4;29.9;;;;;;;;;;;;;;;;;;;;;;
25.04.2012;68.3;54.1;65.7;5.0;29.9;;;;;;;;;;;;;;;;;;;;;;
26.04.2012;67.7;57.2;71.9;4.7;29.9;;;;;;;;;;;;;;;;;;;;;;
27.04.2012;69.3;54.8;64.1;3.6;29.9;;;;;;;;;;;;;;;;;;;;;;
28.04.2012;74.5;51.0;51.0;4.4;29.8;;;;;;;;;;;;;;;;;;;;;;
29.04.2012;76.1;54.0;51.5;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
30.04.2012;76.9;55.0;49.1;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
1.05.2012;77.6;51.5;45.8;4.3;29.7;;;;;;;;;;;;;;;;;;;;;;
2.05.2012;70.9;59.9;69.0;6.5;29.6;;;;;;;;;;;;;;;;;;;;;;
3.05.2012;64.4;60.9;88.3;3.1;29.6;;;;;;;;;;;;;;;;;;;;;;
4.05.2012;66.5;63.2;88.3;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
5.05.2012;67.6;61.4;80.8;4.7;29.8;;;;;;;;;;;;;;;;;;;;;;
6.05.2012;68.7;61.3;77.9;5.3;29.8;;;;;;;;;;;;;;;;;;;;;;
7.05.2012;69.1;61.1;76.4;4.6;29.8;;;;;;;;;;;;;;;;;;;;;;
8.05.2012;71.1;61.2;72.5;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
9.05.2012;76.8;55.6;53.5;5.0;29.8;;;;;;;;;;;;;;;;;;;;;;
10.05.2012;74.3;54.6;50.5;8.0;29.8;;;;;;;;;;;;;;;;;;;;;;
11.05.2012;72.5;58.2;63.3;5.6;29.9;;;;;;;;;;;;;;;;;;;;;;
12.05.2012;71.5;62.8;74.5;4.8;29.8;;;;;;;;;;;;;;;;;;;;;;
13.05.2012;71.5;59.0;67.0;5.2;29.7;;;;;;;;;;;;;;;;;;;;;;
14.05.2012;67.7;57.5;70.7;7.1;29.7;;;;;;;;;;;;;;;;;;;;;;
15.05.2012;69.5;59.5;72.0;6.6;29.8;;;;;;;;;;;;;;;;;;;;;;
16.05.2012;70.7;61.9;74.8;6.4;29.8;;;;;;;;;;;;;;;;;;;;;;
17.05.2012;71.6;56.7;62.8;4.3;29.8;;;;;;;;;;;;;;;;;;;;;;
18.05.2012;75.3;56.0;56.3;7.4;29.7;;;;;;;;;;;;;;;;;;;;;;
19.05.2012;71.5;56.6;62.8;5.6;29.8;;;;;;;;;;;;;;;;;;;;;;
20.05.2012;68.5;54.5;63.0;7.4;29.8;;;;;;;;;;;;;;;;;;;;;;
21.05.2012;65.6;57.2;75.6;5.4;29.8;;;;;;;;;;;;;;;;;;;;;;
22.05.2012;68.9;58.7;72.3;5.9;29.8;;;;;;;;;;;;;;;;;;;;;;
